time_s,v_diff,v_hpf,v_ia,v_notch,v_lpf,v_adc_in,adc_code,adc_signed
0.202,6.678905687545e-05,0.00018456055045277,0.0370966706410068,0.0305607817260435,0.0163567660649427,0.0163567660649427,2067,19
0.203,0.000140377969762419,0.000257479705376362,0.0517534207806487,0.0451601019266386,0.0301411736043006,0.0301411736043006,2084,36
0.204,0.000232170626349893,0.000348354431453487,0.070019240722151,0.0630894132611221,0.0455152659053133,0.0455152659053133,2103,55
0.205,0.000323963282937367,0.000438954196180909,0.0882297934323628,0.08058505589924,0.0623883227481772,0.0623883227481772,2124,76
0.206,0.000414171768095069,0.000527698056713014,0.106067309399316,0.0974677436548399,0.0794640131512943,0.0794640131512943,2146,98
0.207,0.000502396471011886,0.000614192622237482,0.123452717069734,0.113836334571118,0.0962512092805792,0.0962512092805792,2166,118
0.208,0.000590621173928703,0.000700425479545537,0.140785521388653,0.130256216903168,0.112786508291197,0.112786508291197,2187,139
0.209,0.000658416126709863,0.000765998577694516,0.153965714116598,0.142861346529504,0.128025145102184,0.128025145102184,2206,158
0.21,0.000716011519078474,0.000821189140187547,0.165059017177697,0.154021215471487,0.141112411703666,0.141112411703666,2222,174
0.211,0.000773606911447084,0.000876212711568648,0.176118755025298,0.165830342756408,0.153172262607692,0.153172262607692,2237,189
0.212,0.000799200863930886,0.000899116770897198,0.180722470950337,0.171893025000302,0.16322958393504,0.16322958393504,2250,202
0.213,0.000820799136069114,0.00091796189354385,0.184510340602314,0.177919731364327,0.170714708452524,0.170714708452524,2259,211
0.214,0.000837003239740821,0.000931363988303666,0.187204161649037,0.183336827859805,0.177069561759923,0.177069561759923,2267,219
0.215,0.000810005399568035,0.000901588946714186,0.181219378289551,0.180442109234375,0.18015924559785,0.18015924559785,2271,223
0.216,0.000783007559395248,0.000871903996022103,0.175252703200443,0.17788529643115,0.179521077158691,0.179521077158691,2270,222
0.217,0.0007356211739287,0.000821951163344393,0.165212183832223,0.1711965980925,0.176328686199162,0.176328686199162,2266,218
0.218,0.000647396471011883,0.000731372939060297,0.14700596075112,0.156244902065427,0.168246675865701,0.168246675865701,2256,208
0.219,0.000559171768095067,0.000641068778994912,0.128854824577977,0.141191060521114,0.155728281909015,0.155728281909015,2240,192
0.22,0.000449949604031677,0.000530072158964917,0.106544503951948,0.121521578966952,0.140105229239155,0.140105229239155,2221,173
0.221,0.000323959683225342,0.000402668993987441,0.0809364677914757,0.0980549496630992,0.120671277364713,0.120671277364713,2197,149
0.222,0.000197969762419006,0.000275651315136978,0.0554059143425326,0.0740617255838981,0.0984834954793191,0.0984834954793191,2169,121
0.223,7.61807055435565e-05,0.000153212464655781,0.0307957053958121,0.0501905199489204,0.0751774873300179,0.0751774873300179,2140,92
0.224,-4.44096472282218e-05,3.23409703158643e-05,0.00650053503348873,0.0257427662304316,0.0513243820477475,0.0513243820477475,2111,63
0.225,-0.000165,-8.81648008944312e-05,-0.0177211249797807,0.000547087645266595,0.0268503723619152,0.0268503723619152,2080,32
0.226,-0.000236994240460763,-0.000159783362320021,-0.0321164558263242,-0.0157243236897062,0.00477409647464918,0.00477409647464918,2053,5
0.227,-0.000308988480921526,-0.000231185226131615,-0.0464682304524546,-0.0329884011063942,-0.013899274597594,-0.013899274597594,2030,-18
0.228,-0.000370593952483801,-0.000291997995842414,-0.0586915971643252,-0.0487466148550531,-0.0311866036893438,-0.0311866036893438,2008,-40
0.229,-0.000395791936645068,-0.00031627435522933,-0.0635711454010954,-0.0575560272769199,-0.0452665507256532,-0.0452665507256532,1991,-57
0.23,-0.000420989920806335,-0.000340477261183911,-0.068435929497966,-0.0665208947165528,-0.0560177752583988,-0.0560177752583988,1977,-71
0.231,-0.00043340115232265,-0.000351839527868328,-0.0707197451015339,-0.0725743253780904,-0.0646907462769391,-0.0646907462769391,1967,-81
0.232,-0.000429800144040331,-0.000347179399998332,-0.0697830593996648,-0.0747949744072582,-0.0704560691075386,-0.0704560691075386,1960,-88
0.233,-0.000426199135758012,-0.000342533372363949,-0.0688492078451538,-0.0761696075740767,-0.0736780062121084,-0.0736780062121084,1956,-92
0.234,-0.000411794456443484,-0.000327114075703864,-0.0657499292164767,-0.0743370717580951,-0.0746878353492735,-0.0746878353492735,1954,-94
0.235,-0.000391996040316774,-0.000306355856649346,-0.0615775271865186,-0.0704237982955951,-0.0732087325784861,-0.0732087325784861,1956,-92
0.236,-0.000372197624190064,-0.000285660446124494,-0.0574177496710233,-0.0656041269880162,-0.0698787518498448,-0.0698787518498448,1960,-88
0.237,-0.000357199424046076,-0.000269820608019681,-0.0542339422119559,-0.0609720110848355,-0.0656539551745763,-0.0656539551745763,1966,-82
0.238,-0.000342800575953923,-0.00025462714212428,-0.0511800555669803,-0.0558886610385424,-0.0610234301022126,-0.0610234301022126,1971,-77
0.239,-0.000329800215982721,-0.000240876019786547,-0.0484160799770959,-0.0508202065015374,-0.0561074068123583,-0.0561074068123583,1977,-71
0.24,-0.000328000359971202,-0.000238350063648611,-0.0479083627933708,-0.0479923921822825,-0.0518118251005324,-0.0518118251005324,1983,-65
0.241,-0.000326200503959683,-0.000235831750343165,-0.0474021818189761,-0.0453637887360241,-0.0485209695611869,-0.0485209695611869,1987,-61
0.242,-0.000326199135758012,-0.00023511682369598,-0.047258481562892,-0.0435605155749345,-0.0459191635318871,-0.0459191635318871,1990,-58
0.243,-0.000329800144040331,-0.000238000986810864,-0.0478381983489837,-0.0430991527196729,-0.044259337003308,-0.044259337003308,1992,-56
0.244,-0.00033340115232265,-0.000240876423259743,-0.0484161610752084,-0.0433174425788676,-0.0435855938276428,-0.0435855938276428,1993,-55
0.245,-0.000337001439884809,-0.00024374243981724,-0.0489922304032652,-0.0442140927784334,-0.0437010898859811,-0.0437010898859811,1993,-55
0.246,-0.000340601151907847,-0.000246599209946696,-0.049566441199286,-0.0456951713005188,-0.0445046425484779,-0.0445046425484779,1992,-56
0.247,-0.000344200863930886,-0.000249447336293613,-0.0501389145950162,-0.0475937075614075,-0.0458763072167377,-0.0458763072167377,1990,-58
0.248,-0.000340799136069114,-0.000245295997320306,-0.0493044954613814,-0.0483313130232244,-0.0472136168805699,-0.0472136168805699,1988,-60
0.249,-0.000335399568034557,-0.000239162401408886,-0.0480716426831861,-0.048759818687148,-0.0480674303258368,-0.0480674303258368,1987,-61
0.25,-0.00033,-0.000233047364032751,-0.0468425201705829,-0.0490662655514651,-0.0486094891678046,-0.0486094891678046,1987,-61
0.251,-0.000328200143988481,-0.000230545095204206,-0.0463395641360454,-0.0497524765848068,-0.0491222339757093,-0.0491222339757093,1986,-62
0.252,-0.000326400287976962,-0.000228050397537018,-0.0458381299049407,-0.0499232901395118,-0.049580983582408,-0.049580983582408,1985,-63
0.253,-0.000324200863930886,-0.000225164284578645,-0.0452580212003077,-0.0494470380494757,-0.0496477659619502,-0.0496477659619502,1985,-63
0.254,-0.000320601151907847,-0.000220888734647689,-0.0443986356641854,-0.048162334447586,-0.0491073302482199,-0.0491073302482199,1986,-62
0.255,-0.000317001439884809,-0.000216626121327718,-0.0435418503868713,-0.0464611763065222,-0.0479563207154213,-0.0479563207154213,1987,-61
0.256,-0.000314200576161325,-0.000213174045230661,-0.0428479830913628,-0.0446455868481735,-0.0464159751140922,-0.0464159751140922,1989,-59
0.257,-0.000312400072020166,-0.00021073126032351,-0.0423569833250255,-0.0429160766514485,-0.0447267806498094,-0.0447267806498094,1991,-57
0.258,-0.000310599567879006,-0.000208295866596109,-0.0418674691858178,-0.0412395977401672,-0.0430287399741674,-0.0430287399741674,1994,-54
0.259,-0.000312401007919367,-0.000209464336631579,-0.0421023316629473,-0.040477288757997,-0.0416375241247537,-0.0416375241247537,1995,-53
0.26,-0.000316000719942405,-0.000212424822655697,-0.042697389353795,-0.0403435720333888,-0.040850925580484,-0.040850925580484,1996,-52
0.261,-0.000319600431965443,-0.000215376351082162,-0.0432906465675146,-0.0405394655747518,-0.0405884853391932,-0.0405884853391932,1997,-51
0.262,-0.000324800215982722,-0.000219916600324582,-0.0442032366652411,-0.0414071317174453,-0.0408351605359274,-0.0408351605359274,1996,-52
0.263,-0.000330199784017279,-0.000224642593822553,-0.0451531613583332,-0.0426287893383877,-0.0415933656589973,-0.0415933656589973,1995,-53
0.264,-0.000335199784017279,-0.000228955324249716,-0.046020020174193,-0.0440240598384743,-0.0427043008701728,-0.0427043008701728,1994,-54
0.265,-0.000336999640028798,-0.0002300597029473,-0.0462420002924074,-0.0449616146940861,-0.0438507985599852,-0.0438507985599852,1993,-55
0.266,-0.000338799496040317,-0.000231160740105709,-0.0464633087612475,-0.0460040257001366,-0.0448969662760917,-0.0448969662760917,1991,-57
0.267,-0.000338201296362982,-0.000229864018067505,-0.0462026676315685,-0.046563390661813,-0.0457859033946065,-0.0457859033946065,1990,-58
0.268,-0.000332799783939503,-0.000223775173535537,-0.044978809880643,-0.0460954589958937,-0.0461343145704058,-0.0461343145704058,1990,-58
0.269,-0.000327398271516024,-0.000217704752133772,-0.0437586551788881,-0.0455132397271722,-0.0459227984108719,-0.0459227984108719,1990,-58
0.27,-0.000329002879769618,-0.000218648219521222,-0.0439482921237656,-0.0461053713328487,-0.0458500465641658,-0.0458500465641658,1990,-58
0.271,-0.000336202303815695,-0.000225175183865197,-0.0452602119569047,-0.0474504294280625,-0.0464448246515311,-0.0464448246515311,1989,-59
0.272,-0.000343401727861771,-0.000231682399451703,-0.0465681622897923,-0.0483929984213379,-0.0473915485445882,-0.0473915485445882,1988,-60
0.273,-0.000342199424046076,-0.000229780908805316,-0.0461859626698684,-0.04737307878405,-0.0477066062741432,-0.0477066062741432,1988,-60
0.274,-0.000338599712023038,-0.000225491390268529,-0.0453237694439744,-0.0457997256486553,-0.0469885267499185,-0.0469885267499185,1989,-59
0.275,-0.000335,-0.0002212148506078,-0.0444641849721677,-0.0442802982485944,-0.0457394788003713,-0.0457394788003713,1990,-58
0.276,-0.000333200143988481,-0.000218748383635306,-0.0439684251106965,-0.0432521779773341,-0.0444745809238283,-0.0444745809238283,1992,-56
0.277,-0.000331400287976962,-0.000216289379497828,-0.0434741652790634,-0.0423993940136865,-0.0434176610979835,-0.0434176610979835,1993,-55
0.278,-0.000330399568034557,-0.000214635742703603,-0.0431417842834242,-0.0419138959932237,-0.0426093174476448,-0.0426093174476448,1994,-54
0.279,-0.000332199424046076,-0.000215783448425532,-0.043372473133532,-0.0421795511648276,-0.0422486803523761,-0.0422486803523761,1995,-53
0.28,-0.000333999280057595,-0.000216927681512902,-0.0436024639840934,-0.0425877967707594,-0.0423352147212334,-0.0423352147212334,1994,-54
0.281,-0.000334200576161325,-0.000216472310961368,-0.043510934503235,-0.0427917654119936,-0.0425625008559405,-0.0425625008559405,1994,-54
0.282,-0.000332400072020166,-0.000214019546430221,-0.0430179288324745,-0.0426884609766159,-0.0426763549189945,-0.0426763549189945,1994,-54
0.283,-0.000330599567879006,-0.000211574203274358,-0.0425264148581459,-0.0426392458350196,-0.0426683411284966,-0.0426683411284966,1994,-54
0.284,-0.000328799496040317,-0.000209136690687242,-0.0420364748281356,-0.0425797922931676,-0.0426306346769562,-0.0426306346769562,1994,-54
0.285,-0.000326999640028798,-0.000206706768827973,-0.0415480605344225,-0.0424520178224448,-0.042557090049296,-0.042557090049296,1994,-54
0.286,-0.000325199784017279,-0.000204284199228489,-0.0410611240449263,-0.0422116761389578,-0.0424127034668635,-0.0424127034668635,1994,-54
0.287,-0.000326600071994241,-0.000205064262263796,-0.041217916715023,-0.0424579544781059,-0.0423627751602406,-0.0423627751602406,1994,-54
0.288,-0.00032839992800576,-0.0002062409285922,-0.0414544266470322,-0.0425941762317654,-0.0424674483619682,-0.0424674483619682,1994,-54
0.289,-0.00033,-0.000207214552887229,-0.0416501251303331,-0.0425249752166215,-0.0425265043633946,-0.0425265043633946,1994,-54
0.29,-0.00033,-0.000206587579958675,-0.0415241035716936,-0.0420285650688007,-0.0423664183244949,-0.0423664183244949,1994,-54
0.291,-0.00033,-0.000205962504073777,-0.0413984633188292,-0.0415003525603416,-0.0419805468437745,-0.0419805468437745,1995,-53
0.292,-0.000331798703637018,-0.000207135301944102,-0.0416341956907644,-0.0413487062854597,-0.0416241254201374,-0.0416241254201374,1995,-53
0.293,-0.000337200216060497,-0.000211901909501753,-0.0425922838098524,-0.0419497019393228,-0.0416402015049155,-0.0416402015049155,1995,-53
0.294,-0.000342601728483976,-0.00021665409464622,-0.0435474730238902,-0.0425911784534617,-0.0420442006661186,-0.0420442006661186,1995,-53
0.295,-0.000347001439884809,-0.000220391615577018,-0.0442987147309807,-0.0431174823083009,-0.0425635145858383,-0.0425635145858383,1994,-54
0.296,-0.000350601151907847,-0.000223319038729895,-0.0448871267847088,-0.0436078380168423,-0.0430757873914365,-0.0430757873914365,1994,-54
0.297,-0.000354200863930886,-0.000226237604324063,-0.0454737584691367,-0.0442349043877988,-0.0436178282958493,-0.0436178282958493,1993,-55
0.298,-0.000349398848092153,-0.000220758321930399,-0.0443724227080102,-0.0433433633458196,-0.0437276395592852,-0.0437276395592852,1993,-55
0.299,-0.000342199424046076,-0.000212901837037402,-0.0427932692445178,-0.0421936785273227,-0.0431128199293403,-0.0431128199293403,1994,-54
0.3,-0.000335,-0.00020506912365694,-0.041218893855045,-0.0412155784555679,-0.0422101331101768,-0.0422101331101768,1995,-53
0.301,-0.000331400287976962,-0.000200854376028318,-0.040371729581692,-0.04101744284626,-0.0415090930721878,-0.0415090930721878,1995,-53
0.302,-0.000327800575953924,-0.000196652381040025,-0.0395271285890451,-0.0407482699654999,-0.0411076593117341,-0.0411076593117341,1996,-52
0.303,-0.000323401727861771,-0.000191665173017482,-0.038524699776514,-0.0401787591518024,-0.0406947460084758,-0.0406947460084758,1997,-51
0.304,-0.000316202303815695,-0.000183896715806521,-0.0369632398771108,-0.0388818652193372,-0.0399483140707155,-0.0399483140707155,1997,-51
0.305,-0.000309002879769618,-0.0001761517637611,-0.0354065045159811,-0.0374234724241034,-0.0387972594239237,-0.0387972594239237,1999,-49
0.306,-0.000307398271516024,-0.000174016597384558,-0.0349773360742962,-0.03689397155584,-0.0377469149149801,-0.0377469149149801,2000,-48
0.307,-0.000312799783939503,-0.000178883412822874,-0.0359555659773977,-0.0375104624509763,-0.0373977495870494,-0.0373977495870494,2001,-47
0.308,-0.000318201296362982,-0.000183735502647156,-0.0369308360320783,-0.0378661112931098,-0.0375839914364043,-0.0375839914364043,2000,-48
0.309,-0.00032,-0.000184975553169301,-0.0371800861870294,-0.0373617200690438,-0.0376031736445277,-0.0376031736445277,2000,-48
0.31,-0.00032,-0.00018441586919602,-0.0370675897084,-0.0365180660928717,-0.0371779937960854,-0.0371779937960854,2001,-47
0.311,-0.00032,-0.000183857878668952,-0.0369554336124593,-0.0358122044785995,-0.0365287255202202,-0.0365287255202202,2002,-46
0.312,-0.000323200143988481,-0.000186496879085078,-0.0374858726961007,-0.0359395677335094,-0.0361102387162678,-0.0361102387162678,2002,-46
0.313,-0.000326799856011519,-0.000189526858172877,-0.0380948984927483,-0.0363451126580562,-0.0361308165877518,-0.0361308165877518,2002,-46
0.314,-0.000330399568034557,-0.000192547669396567,-0.0387020815487101,-0.0369578390832404,-0.0364645725383265,-0.0364645725383265,2002,-46
0.315,-0.000333999280057596,-0.000195559340495527,-0.0393074274396009,-0.0377616686874304,-0.0370384067351271,-0.0370384067351271,2001,-47
0.316,-0.000337598992080634,-0.0001985618991252,-0.0399109417241652,-0.0387153620160737,-0.0378077071303995,-0.0378077071303995,2000,-48
0.317,-0.000339400432120994,-0.000199759821407178,-0.0401517241028428,-0.0394090606840093,-0.0386118765019649,-0.0386118765019649,1999,-49
0.318,-0.000337599927979834,-0.000197357624166664,-0.0396688824574995,-0.039449203168366,-0.039135758184159,-0.039135758184159,1998,-50
0.319,-0.000335799423838675,-0.000194962695299042,-0.0391875017551074,-0.039517799056978,-0.0393586703178212,-0.0393586703178212,1998,-50
0.32,-0.000336000719942405,-0.000194573784615023,-0.0391093307076196,-0.0399282997624138,-0.0395922466587665,-0.0395922466587665,1998,-50
0.321,-0.000337800575953924,-0.000195782192176857,-0.0393522206275483,-0.0405087895282777,-0.0399937197270866,-0.0399937197270866,1997,-51
0.322,-0.000339600431965443,-0.000196986943437446,-0.0395943756309266,-0.0408876650652747,-0.0404453271435543,-0.0404453271435543,1997,-51
0.323,-0.000341400287976962,-0.000198188049459726,-0.039835797941405,-0.0410611709467207,-0.0407844879528129,-0.0407844879528129,1996,-52
0.324,-0.000343200143988481,-0.000199385521273165,-0.0400764897759062,-0.0410537775455235,-0.0409594791664726,-0.0409594791664726,1996,-52
0.325,-0.000345,-0.000200579369873856,-0.040316453344645,-0.0409127512719421,-0.0409747261166394,-0.0409747261166394,1996,-52
0.326,-0.000348599712023038,-0.000203566739307226,-0.0409169146007523,-0.0410512744127472,-0.0409793970946556,-0.0409793970946556,1996,-52
0.327,-0.000352199424046076,-0.000206545069801311,-0.0415155590300636,-0.0411594333151749,-0.0410601386134411,-0.0410601386134411,1996,-52
0.328,-0.000355,-0.000208716461616723,-0.0419520087849613,-0.0411505069170989,-0.0411209280382461,-0.0411209280382461,1996,-52
0.329,-0.000355,-0.000208084944334978,-0.0418250738113306,-0.0407038581276148,-0.0409967321947274,-0.0409967321947274,1996,-52
